Country,Date,Total_cases,Total_deaths,Latitude,Longitude
Liberia,8/6/15,10666,4808,6.428055,-9.429499
Liberia,8/7/15,10666,4808,6.428055,-9.429499
Liberia,8/7/15,10666,4808,6.428055,-9.429499
Liberia,8/10/15,10666,4808,6.428055,-9.429499
Liberia,8/10/15,10666,4808,6.428055,-9.429499
Liberia,8/11/15,10666,4808,6.428055,-9.429499
Liberia,8/11/15,10666,4808,6.428055,-9.429499
Liberia,8/12/15,10666,4808,6.428055,-9.429499
Liberia,8/12/15,10666,4808,6.428055,-9.429499
Liberia,8/13/15,10666,4808,6.428055,-9.429499
Liberia,8/13/15,10666,4808,6.428055,-9.429499
Liberia,8/14/15,10666,4808,6.428055,-9.429499
Liberia,8/14/15,10666,4808,6.428055,-9.429499
Liberia,8/17/15,10666,4808,6.428055,-9.429499
Liberia,8/17/15,10666,4808,6.428055,-9.429499
Liberia,8/18/15,10666,4808,6.428055,-9.429499
Liberia,8/18/15,10666,4808,6.428055,-9.429499
Liberia,8/19/15,10666,4808,6.428055,-9.429499
Liberia,8/19/15,10666,4808,6.428055,-9.429499
Liberia,8/20/15,10666,4808,6.428055,-9.429499
Liberia,8/20/15,10666,4808,6.428055,-9.429499
Liberia,8/21/15,10666,4808,6.428055,-9.429499
Liberia,8/21/15,10666,4808,6.428055,-9.429499
Liberia,8/24/15,10666,4808,6.428055,-9.429499
Liberia,8/24/15,10666,4808,6.428055,-9.429499
Liberia,8/25/15,10666,4808,6.428055,-9.429499
Liberia,8/25/15,10666,4808,6.428055,-9.429499
Liberia,8/26/15,10666,4808,6.428055,-9.429499
Liberia,8/26/15,10666,4808,6.428055,-9.429499
Liberia,8/27/15,10666,4808,6.428055,-9.429499
Liberia,8/27/15,10666,4808,6.428055,-9.429499
Liberia,8/28/15,10666,4808,6.428055,-9.429499
Liberia,8/28/15,10666,4808,6.428055,-9.429499
Liberia,8/31/15,10666,4808,6.428055,-9.429499
Liberia,8/31/15,10666,4808,6.428055,-9.429499
Liberia,9/1/15,10666,4808,6.428055,-9.429499
Liberia,9/1/15,10666,4808,6.428055,-9.429499
Liberia,9/2/15,10666,4808,6.428055,-9.429499
Liberia,9/2/15,10666,4808,6.428055,-9.429499
Liberia,9/3/15,10666,4808,6.428055,-9.429499
Liberia,9/3/15,10666,4808,6.428055,-9.429499
Liberia,9/4/15,10666,4808,6.428055,-9.429499
Liberia,9/4/15,10666,4808,6.428055,-9.429499
Liberia,9/7/15,10666,4808,6.428055,-9.429499
Liberia,9/7/15,10666,4808,6.428055,-9.429499
Liberia,9/8/15,10666,4808,6.428055,-9.429499
Liberia,9/8/15,10666,4808,6.428055,-9.429499
Liberia,9/9/15,10666,4808,6.428055,-9.429499
Liberia,9/9/15,10666,4808,6.428055,-9.429499
Liberia,9/10/15,10666,4808,6.428055,-9.429499
Liberia,9/10/15,10666,4808,6.428055,-9.429499
Liberia,9/11/15,10666,4808,6.428055,-9.429499
Liberia,9/11/15,10666,4808,6.428055,-9.429499
Liberia,9/14/15,10666,4808,6.428055,-9.429499
Liberia,9/14/15,10666,4808,6.428055,-9.429499
Liberia,9/15/15,10666,4808,6.428055,-9.429499
Liberia,9/15/15,10666,4808,6.428055,-9.429499
Liberia,9/16/15,10666,4808,6.428055,-9.429499
Liberia,9/16/15,10666,4808,6.428055,-9.429499
Liberia,9/17/15,10666,4808,6.428055,-9.429499
Liberia,9/17/15,10666,4808,6.428055,-9.429499
Liberia,9/18/15,10666,4808,6.428055,-9.429499
Liberia,9/18/15,10666,4808,6.428055,-9.429499
Liberia,9/21/15,10666,4808,6.428055,-9.429499
Liberia,9/21/15,10666,4808,6.428055,-9.429499
Liberia,9/22/15,10666,4808,6.428055,-9.429499
Liberia,9/22/15,10666,4808,6.428055,-9.429499
Liberia,9/23/15,10666,4808,6.428055,-9.429499
Liberia,9/23/15,10666,4808,6.428055,-9.429499
Liberia,9/24/15,10666,4808,6.428055,-9.429499
Liberia,9/24/15,10666,4808,6.428055,-9.429499
Liberia,9/25/15,10666,4808,6.428055,-9.429499
Liberia,9/25/15,10666,4808,6.428055,-9.429499
Liberia,9/28/15,10666,4808,6.428055,-9.429499
Liberia,9/28/15,10666,4808,6.428055,-9.429499
Liberia,9/29/15,10666,4808,6.428055,-9.429499
Liberia,9/29/15,10666,4808,6.428055,-9.429499
Liberia,9/30/15,10666,4808,6.428055,-9.429499
Liberia,9/30/15,10666,4808,6.428055,-9.429499
Liberia,10/1/15,10666,4808,6.428055,-9.429499
Liberia,10/1/15,10666,4808,6.428055,-9.429499
Liberia,10/2/15,10666,4808,6.428055,-9.429499
Liberia,10/2/15,10666,4808,6.428055,-9.429499
Liberia,10/5/15,10666,4808,6.428055,-9.429499
Liberia,10/5/15,10666,4808,6.428055,-9.429499
Liberia,10/6/15,10666,4808,6.428055,-9.429499
Liberia,10/6/15,10666,4808,6.428055,-9.429499
Liberia,10/7/15,10666,4808,6.428055,-9.429499
Liberia,10/7/15,10666,4808,6.428055,-9.429499
Liberia,10/8/15,10666,4808,6.428055,-9.429499
Liberia,10/8/15,10666,4808,6.428055,-9.429499
Liberia,10/9/15,10666,4808,6.428055,-9.429499
Liberia,10/9/15,10666,4808,6.428055,-9.429499
Liberia,10/13/15,10666,4808,6.428055,-9.429499
Liberia,10/13/15,10666,4808,6.428055,-9.429499
Liberia,10/15/15,10666,4808,6.428055,-9.429499
Liberia,10/15/15,10666,4808,6.428055,-9.429499
Liberia,10/16/15,10666,4808,6.428055,-9.429499
Liberia,10/16/15,10666,4808,6.428055,-9.429499
Liberia,10/20/15,10666,4808,6.428055,-9.429499
Liberia,10/20/15,10666,4808,6.428055,-9.429499
Liberia,10/22/15,10666,4808,6.428055,-9.429499
Liberia,10/22/15,10666,4808,6.428055,-9.429499
Liberia,10/23/15,10666,4808,6.428055,-9.429499
Liberia,10/23/15,10666,4808,6.428055,-9.429499
Liberia,10/26/15,10666,4808,6.428055,-9.429499
Liberia,10/26/15,10666,4808,6.428055,-9.429499
Liberia,10/27/15,10666,4808,6.428055,-9.429499
Liberia,10/27/15,10666,4808,6.428055,-9.429499
Liberia,10/29/15,10666,4808,6.428055,-9.429499
Liberia,10/29/15,10666,4808,6.428055,-9.429499
Liberia,10/30/15,10666,4808,6.428055,-9.429499
Liberia,10/30/15,10666,4808,6.428055,-9.429499
Liberia,11/3/15,10666,4808,6.428055,-9.429499
Liberia,11/3/15,10666,4808,6.428055,-9.429499
Liberia,11/5/15,10666,4808,6.428055,-9.429499
Liberia,11/5/15,10666,4808,6.428055,-9.429499
Liberia,11/6/15,10666,4808,6.428055,-9.429499
Liberia,11/6/15,10666,4808,6.428055,-9.429499
Liberia,11/10/15,10666,4808,6.428055,-9.429499
Liberia,11/10/15,10666,4808,6.428055,-9.429499
Liberia,11/11/15,10666,4808,6.428055,-9.429499
Liberia,11/11/15,10666,4808,6.428055,-9.429499
Liberia,11/12/15,10666,4808,6.428055,-9.429499
Liberia,11/12/15,10666,4808,6.428055,-9.429499
Liberia,11/16/15,10666,4808,6.428055,-9.429499
Liberia,11/16/15,10666,4808,6.428055,-9.429499
Liberia,11/17/15,10666,4808,6.428055,-9.429499
Liberia,11/17/15,10666,4808,6.428055,-9.429499
Liberia,11/20/15,10666,4808,6.428055,-9.429499
Liberia,11/20/15,10666,4808,6.428055,-9.429499
Liberia,11/24/15,10666,4808,6.428055,-9.429499
Liberia,11/24/15,10666,4808,6.428055,-9.429499
Liberia,11/26/15,10666,4808,6.428055,-9.429499
Liberia,11/26/15,10666,4808,6.428055,-9.429499
Liberia,12/1/15,10666,4808,6.428055,-9.429499
Liberia,12/1/15,10666,4808,6.428055,-9.429499
Liberia,12/2/15,10666,4808,6.428055,-9.429499
Liberia,12/2/15,10666,4809,6.428055,-9.429499
Liberia,12/3/15,10666,4809,6.428055,-9.429499
Liberia,12/3/15,10666,4809,6.428055,-9.429499
Liberia,12/9/15,10666,4809,6.428055,-9.429499
Liberia,12/9/15,10666,4809,6.428055,-9.429499
Liberia,12/10/15,10666,4809,6.428055,-9.429499
Liberia,12/10/15,10666,4809,6.428055,-9.429499
Liberia,12/11/15,10666,4809,6.428055,-9.429499
Liberia,12/11/15,10666,4809,6.428055,-9.429499
Liberia,12/15/15,10666,4809,6.428055,-9.429499
Liberia,12/15/15,10666,4809,6.428055,-9.429499
Liberia,12/16/15,10666,4809,6.428055,-9.429499
Liberia,12/16/15,10666,4809,6.428055,-9.429499
Liberia,12/17/15,10666,4809,6.428055,-9.429499
Liberia,12/17/15,10666,4809,6.428055,-9.429499
Liberia,12/22/15,10666,4809,6.428055,-9.429499
Liberia,12/22/15,10666,4809,6.428055,-9.429499
Liberia,12/23/15,10666,4809,6.428055,-9.429499
Liberia,12/23/15,10666,4809,6.428055,-9.429499
Liberia,12/29/15,10666,4809,6.428055,-9.429499
Liberia,12/29/15,10666,4809,6.428055,-9.429499
Sierra Leone,8/29/14,1026,422,8.460555,-11.779889
Sierra Leone,9/5/14,1261,491,8.460555,-11.779889
Sierra Leone,9/8/14,1361,509,8.460555,-11.779889
Sierra Leone,9/12/14,1424,524,8.460555,-11.779889
Sierra Leone,9/16/14,1620,562,8.460555,-11.779889
Sierra Leone,9/18/14,1673,562,8.460555,-11.779889
Sierra Leone,9/22/14,1813,593,8.460555,-11.779889
Sierra Leone,9/24/14,1940,597,8.460555,-11.779889
Sierra Leone,9/26/14,2021,605,8.460555,-11.779889
Sierra Leone,10/1/14,2304,622,8.460555,-11.779889
Sierra Leone,10/3/14,2437,623,8.460555,-11.779889
Sierra Leone,10/8/14,2789,879,8.460555,-11.779889
Sierra Leone,10/10/14,2950,930,8.460555,-11.779889
Sierra Leone,10/15/14,3252,1085,8.460555,-11.779889
Sierra Leone,10/17/14,3410,1117,8.460555,-11.779889
Sierra Leone,10/22/14,3706,1125,8.460555,-11.779889
Sierra Leone,10/25/14,3896,1131,8.460555,-11.779889
Sierra Leone,10/29/14,5235,1159,8.460555,-11.779889
Sierra Leone,10/31/14,5338,1177,8.460555,-11.779889
Sierra Leone,11/5/14,4759,1185,8.460555,-11.779889
Sierra Leone,11/7/14,4862,1217,8.460555,-11.779889
Sierra Leone,11/12/14,5368,1250,8.460555,-11.779889
Sierra Leone,11/14/14,5586,1250,8.460555,-11.779889
Sierra Leone,11/19/14,6073,1250,8.460555,-11.779889
Sierra Leone,11/21/14,6190,1267,8.460555,-11.779889
Sierra Leone,11/26/14,6599,1398,8.460555,-11.779889
Sierra Leone,12/1/14,7109,1530,8.460555,-11.779889
Sierra Leone,12/3/14,7312,1583,8.460555,-11.779889
Sierra Leone,12/10/14,7897,1768,8.460555,-11.779889
Sierra Leone,12/15/14,8273,2033,8.460555,-11.779889
Sierra Leone,12/17/14,8356,2085,8.460555,-11.779889
Sierra Leone,12/22/14,8939,2556,8.460555,-11.779889
Sierra Leone,12/23/14,9004,2582,8.460555,-11.779889
Sierra Leone,12/24/14,9004,2582,8.460555,-11.779889
Sierra Leone,12/26/14,9203,2655,8.460555,-11.779889
Sierra Leone,12/29/14,9409,2732,8.460555,-11.779889
Sierra Leone,12/30/14,9446,2758,8.460555,-11.779889
Sierra Leone,12/31/14,9446,2758,8.460555,-11.779889
Sierra Leone,1/2/15,9633,2827,8.460555,-11.779889
Sierra Leone,1/5/15,9772,2915,8.460555,-11.779889
Sierra Leone,1/6/15,9780,2943,8.460555,-11.779889
Sierra Leone,1/7/15,9780,2943,8.460555,-11.779889
Sierra Leone,1/8/15,10030,2977,8.460555,-11.779889
Sierra Leone,1/9/15,10030,2977,8.460555,-11.779889
Sierra Leone,1/12/15,10094,3049,8.460555,-11.779889
Sierra Leone,1/13/15,10094,3049,8.460555,-11.779889
Sierra Leone,1/14/15,10124,3062,8.460555,-11.779889
Sierra Leone,1/15/15,10150,3067,8.460555,-11.779889
Sierra Leone,1/16/15,10186,3083,8.460555,-11.779889
Sierra Leone,1/19/15,10306,3132,8.460555,-11.779889
Sierra Leone,1/20/15,10340,3145,8.460555,-11.779889
Sierra Leone,1/21/15,10340,3145,8.460555,-11.779889
Sierra Leone,1/22/15,10362,3153,8.460555,-11.779889
Sierra Leone,1/23/15,10400,3159,8.460555,-11.779889
Sierra Leone,1/26/15,10491,3195,8.460555,-11.779889
Sierra Leone,1/27/15,10518,3199,8.460555,-11.779889
Sierra Leone,1/28/15,10518,3199,8.460555,-11.779889
Sierra Leone,1/29/15,10537,3207,8.460555,-11.779889
Sierra Leone,1/30/15,10561,3216,8.460555,-11.779889
Sierra Leone,2/2/15,10707,3274,8.460555,-11.779889
Sierra Leone,2/3/15,10740,3276,8.460555,-11.779889
Sierra Leone,2/4/15,10740,3276,8.460555,-11.779889
Sierra Leone,2/5/15,10756,3286,8.460555,-11.779889
Sierra Leone,2/6/15,10792,3301,8.460555,-11.779889
Sierra Leone,2/10/15,10934,3341,8.460555,-11.779889
Sierra Leone,2/11/15,10934,3341,8.460555,-11.779889
Sierra Leone,2/12/15,10954,3350,8.460555,-11.779889
Sierra Leone,2/13/15,10987,3363,8.460555,-11.779889
Sierra Leone,2/16/15,11074,3401,8.460555,-11.779889
Sierra Leone,2/17/15,11103,3408,8.460555,-11.779889
Sierra Leone,2/18/15,11103,3408,8.460555,-11.779889
Sierra Leone,2/19/15,11155,3423,8.460555,-11.779889
Sierra Leone,2/20/15,11155,3423,8.460555,-11.779889
Sierra Leone,2/23/15,11155,3423,8.460555,-11.779889
Sierra Leone,2/25/15,11301,3461,8.460555,-11.779889
Sierra Leone,2/26/15,11341,3479,8.460555,-11.779889
Sierra Leone,2/27/15,11370,3490,8.460555,-11.779889
Sierra Leone,3/2/15,11443,3530,8.460555,-11.779889
Sierra Leone,3/4/15,11443,3530,8.460555,-11.779889
Sierra Leone,3/5/15,11497,3565,8.460555,-11.779889
Sierra Leone,3/6/15,11517,3576,8.460555,-11.779889
Sierra Leone,3/10/15,11619,3629,8.460555,-11.779889
Sierra Leone,3/11/15,11619,3629,8.460555,-11.779889
Sierra Leone,3/12/15,11677,3655,8.460555,-11.779889
Sierra Leone,3/13/15,11696,3663,8.460555,-11.779889
Sierra Leone,3/16/15,11742,3687,8.460555,-11.779889
Sierra Leone,3/17/15,11751,3691,8.460555,-11.779889
Sierra Leone,3/18/15,11751,3691,8.460555,-11.779889
Sierra Leone,3/20/15,11794,3712,8.460555,-11.779889
Sierra Leone,3/23/15,11829,3742,8.460555,-11.779889
Sierra Leone,3/24/15,11841,3747,8.460555,-11.779889
Sierra Leone,3/25/15,11841,3747,8.460555,-11.779889
Sierra Leone,3/26/15,11866,3764,8.460555,-11.779889
Sierra Leone,3/27/15,11889,3773,8.460555,-11.779889
Sierra Leone,4/7/15,12139,3832,8.460555,-11.779889
Sierra Leone,4/9/15,12155,3841,8.460555,-11.779889
Sierra Leone,4/13/15,12188,3854,8.460555,-11.779889
Sierra Leone,4/14/15,12201,3857,8.460555,-11.779889
Sierra Leone,4/15/15,12201,3857,8.460555,-11.779889
Sierra Leone,4/16/15,12223,3865,8.460555,-11.779889
Sierra Leone,4/17/15,12244,3865,8.460555,-11.779889
Sierra Leone,4/20/15,12256,3872,8.460555,-11.779889
Sierra Leone,4/21/15,12265,3877,8.460555,-11.779889
Sierra Leone,4/22/15,12267,3877,8.460555,-11.779889
Sierra Leone,4/23/15,12294,3885,8.460555,-11.779889
Sierra Leone,4/24/15,12313,3886,8.460555,-11.779889
Sierra Leone,4/27/15,12362,3895,8.460555,-11.779889
Sierra Leone,4/28/15,12371,3899,8.460555,-11.779889
Sierra Leone,4/30/15,12387,3901,8.460555,-11.779889
Sierra Leone,5/1/15,12398,3901,8.460555,-11.779889
Sierra Leone,5/4/15,12426,3902,8.460555,-11.779889
Sierra Leone,5/5/15,12440,3903,8.460555,-11.779889
Sierra Leone,5/6/15,12440,3903,8.460555,-11.779889
Sierra Leone,5/7/15,12470,3904,8.460555,-11.779889
Sierra Leone,5/8/15,12492,3904,8.460555,-11.779889
Sierra Leone,5/11/15,12519,3904,8.460555,-11.779889
Sierra Leone,5/12/15,12523,3904,8.460555,-11.779889
Sierra Leone,5/13/15,12519,3904,8.460555,-11.779889
Sierra Leone,5/14/15,12536,3904,8.460555,-11.779889
Sierra Leone,5/15/15,12540,3904,8.460555,-11.779889
Sierra Leone,5/18/15,12593,3906,8.460555,-11.779889
Sierra Leone,5/19/15,12632,3907,8.460555,-11.779889
Sierra Leone,5/20/15,12632,3907,8.460555,-11.779889
Sierra Leone,5/21/15,12656,3907,8.460555,-11.779889
Sierra Leone,5/22/15,12666,3907,8.460555,-11.779889
Sierra Leone,5/25/15,12696,3908,8.460555,-11.779889
Sierra Leone,5/26/15,12706,3908,8.460555,-11.779889
Sierra Leone,5/27/15,12706,3908,8.460555,-11.779889
Sierra Leone,5/28/15,12735,3911,8.460555,-11.779889
Sierra Leone,5/29/15,12745,3911,8.460555,-11.779889
Sierra Leone,6/1/15,12816,3911,8.460555,-11.779889
Sierra Leone,6/2/15,12827,3912,8.460555,-11.779889
Sierra Leone,6/3/15,12827,3912,8.460555,-11.779889
Sierra Leone,6/4/15,12850,3912,8.460555,-11.779889
Sierra Leone,6/5/15,12859,3912,8.460555,-11.779889
Sierra Leone,6/8/15,12884,3913,8.460555,-11.779889
Sierra Leone,6/9/15,12901,3915,8.460555,-11.779889
Sierra Leone,6/10/15,12901,3915,8.460555,-11.779889
Sierra Leone,6/11/15,12911,3917,8.460555,-11.779889
Sierra Leone,6/12/15,12932,3917,8.460555,-11.779889
Sierra Leone,6/15/15,12962,3919,8.460555,-11.779889
Sierra Leone,6/16/15,12965,3919,8.460555,-11.779889
Sierra Leone,6/17/15,12965,3919,8.460555,-11.779889
Sierra Leone,6/18/15,12990,3922,8.460555,-11.779889
Sierra Leone,6/19/15,13012,3926,8.460555,-11.779889
Sierra Leone,6/22/15,13051,3928,8.460555,-11.779889
Sierra Leone,6/23/15,13059,3928,8.460555,-11.779889
Sierra Leone,6/24/15,13059,3928,8.460555,-11.779889
Sierra Leone,6/25/15,13083,3931,8.460555,-11.779889
Sierra Leone,6/26/15,13093,3931,8.460555,-11.779889
Sierra Leone,6/29/15,13115,3932,8.460555,-11.779889
Sierra Leone,6/30/15,13119,3932,8.460555,-11.779889
Sierra Leone,7/1/15,13119,3932,8.460555,-11.779889
Sierra Leone,7/2/15,13129,3933,8.460555,-11.779889
Sierra Leone,7/3/15,13135,3935,8.460555,-11.779889
Sierra Leone,7/6/15,13150,3940,8.460555,-11.779889
Sierra Leone,7/7/15,13155,3940,8.460555,-11.779889
Sierra Leone,7/8/15,13155,3940,8.460555,-11.779889
Sierra Leone,7/9/15,13169,3941,8.460555,-11.779889
Sierra Leone,7/10/15,13177,3941,8.460555,-11.779889
Sierra Leone,7/13/15,13201,3946,8.460555,-11.779889
Sierra Leone,7/14/15,13209,3947,8.460555,-11.779889
Sierra Leone,7/15/15,13209,3947,8.460555,-11.779889
Sierra Leone,7/16/15,13209,3947,8.460555,-11.779889
Sierra Leone,7/17/15,13209,3947,8.460555,-11.779889
Sierra Leone,7/20/15,13241,3949,8.460555,-11.779889
Sierra Leone,7/21/15,13250,3949,8.460555,-11.779889
Sierra Leone,7/22/15,13250,3949,8.460555,-11.779889
Sierra Leone,7/23/15,13262,3949,8.460555,-11.779889
Sierra Leone,7/24/15,13264,3949,8.460555,-11.779889
Sierra Leone,7/27/15,13283,3951,8.460555,-11.779889
Sierra Leone,7/28/15,13290,3951,8.460555,-11.779889
Sierra Leone,7/29/15,13290,3951,8.460555,-11.779889
Sierra Leone,7/30/15,13379,3951,8.460555,-11.779889
Sierra Leone,7/31/15,13387,3951,8.460555,-11.779889
Sierra Leone,8/3/15,13402,3951,8.460555,-11.779889
Sierra Leone,8/4/15,13406,3951,8.460555,-11.779889
Sierra Leone,8/5/15,13406,3951,8.460555,-11.779889
Sierra Leone,8/6/15,13426,3951,8.460555,-11.779889
Sierra Leone,8/7/15,13428,3951,8.460555,-11.779889
Sierra Leone,8/10/15,13465,3951,8.460555,-11.779889
Sierra Leone,8/11/15,13470,3951,8.460555,-11.779889
Sierra Leone,8/12/15,13470,3951,8.460555,-11.779889
Sierra Leone,8/13/15,13484,3951,8.460555,-11.779889
Sierra Leone,8/14/15,13485,3952,8.460555,-11.779889
Sierra Leone,8/17/15,13489,3952,8.460555,-11.779889
Sierra Leone,8/18/15,13494,3952,8.460555,-11.779889
Sierra Leone,8/19/15,13494,3952,8.460555,-11.779889
Sierra Leone,8/20/15,13518,3952,8.460555,-11.779889
Sierra Leone,8/21/15,13533,3952,8.460555,-11.779889
Sierra Leone,8/24/15,13538,3952,8.460555,-11.779889
Sierra Leone,8/25/15,13541,3952,8.460555,-11.779889
Sierra Leone,8/26/15,13541,3952,8.460555,-11.779889
Sierra Leone,8/27/15,13582,3952,8.460555,-11.779889
Sierra Leone,8/28/15,13586,3952,8.460555,-11.779889
Sierra Leone,8/31/15,13603,3953,8.460555,-11.779889
Sierra Leone,9/1/15,13609,3953,8.460555,-11.779889
Sierra Leone,9/2/15,13609,3953,8.460555,-11.779889
Sierra Leone,9/3/15,13638,3953,8.460555,-11.779889
Sierra Leone,9/4/15,13639,3953,8.460555,-11.779889
Sierra Leone,9/7/15,13670,3953,8.460555,-11.779889
Sierra Leone,9/8/15,13683,3953,8.460555,-11.779889
Sierra Leone,9/9/15,13683,3953,8.460555,-11.779889
Sierra Leone,9/10/15,13697,3953,8.460555,-11.779889
Sierra Leone,9/11/15,13701,3953,8.460555,-11.779889
Sierra Leone,9/14/15,13747,3953,8.460555,-11.779889
Sierra Leone,9/15/15,13756,3953,8.460555,-11.779889
Sierra Leone,9/16/15,13756,3953,8.460555,-11.779889
Sierra Leone,9/17/15,13779,3955,8.460555,-11.779889
Sierra Leone,9/18/15,13785,3955,8.460555,-11.779889
Sierra Leone,9/21/15,13811,3955,8.460555,-11.779889
Sierra Leone,9/22/15,13823,3955,8.460555,-11.779889
Sierra Leone,9/23/15,13823,3955,8.460555,-11.779889
Sierra Leone,9/24/15,13846,3955,8.460555,-11.779889
Sierra Leone,9/25/15,13855,3955,8.460555,-11.779889
Sierra Leone,9/28/15,13894,3955,8.460555,-11.779889
Sierra Leone,9/29/15,13911,3955,8.460555,-11.779889
Sierra Leone,9/30/15,13911,3955,8.460555,-11.779889
Sierra Leone,10/1/15,13928,3955,8.460555,-11.779889
Sierra Leone,10/2/15,13931,3955,8.460555,-11.779889
Sierra Leone,10/5/15,13941,3955,8.460555,-11.779889
Sierra Leone,10/6/15,13945,3955,8.460555,-11.779889
Sierra Leone,10/7/15,13945,3955,8.460555,-11.779889
Sierra Leone,10/8/15,13956,3955,8.460555,-11.779889
Sierra Leone,10/9/15,13957,3955,8.460555,-11.779889
Sierra Leone,10/13/15,13982,3955,8.460555,-11.779889
Sierra Leone,10/15/15,13992,3955,8.460555,-11.779889
Sierra Leone,10/16/15,13992,3955,8.460555,-11.779889
Sierra Leone,10/20/15,14001,3955,8.460555,-11.779889
Sierra Leone,10/22/15,14031,3955,8.460555,-11.779889
Sierra Leone,10/23/15,14038,3955,8.460555,-11.779889
Sierra Leone,10/26/15,14052,3955,8.460555,-11.779889
Sierra Leone,10/27/15,14061,3955,8.460555,-11.779889
Sierra Leone,10/29/15,14066,3955,8.460555,-11.779889
Sierra Leone,10/30/15,14067,3955,8.460555,-11.779889
Sierra Leone,11/3/15,14089,3955,8.460555,-11.779889
Sierra Leone,11/5/15,14104,3955,8.460555,-11.779889
Sierra Leone,11/6/15,14109,3955,8.460555,-11.779889
Sierra Leone,11/10/15,14122,3955,8.460555,-11.779889
Sierra Leone,11/11/15,14122,3955,8.460555,-11.779889
Sierra Leone,11/12/15,14122,3955,8.460555,-11.779889
Sierra Leone,11/16/15,14122,3955,8.460555,-11.779889
Sierra Leone,11/17/15,14122,3955,8.460555,-11.779889
Sierra Leone,11/20/15,14122,3955,8.460555,-11.779889
Sierra Leone,11/24/15,14122,3955,8.460555,-11.779889
Sierra Leone,11/26/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/1/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/2/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/3/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/9/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/10/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/11/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/15/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/16/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/17/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/22/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/23/15,14122,3955,8.460555,-11.779889
Sierra Leone,12/29/15,14122,3955,8.460555,-11.779889